id,left,top,right,bottom
"1263",-2.610629566,52.913690177,-2.610529566,52.913790177
"1264",-2.610629566,52.913590177,-2.610529566,52.913690177
"1265",-2.610629566,52.913490177,-2.610529566,52.913590177
"1266",-2.610629566,52.913390177,-2.610529566,52.913490177
"1267",-2.610629566,52.913290177,-2.610529566,52.913390177
"1268",-2.610629566,52.913190177,-2.610529566,52.913290177
"1298",-2.610529566,52.914590177,-2.610429566,52.914690177
"1299",-2.610529566,52.914490177,-2.610429566,52.914590177
"1300",-2.610529566,52.914390177,-2.610429566,52.914490177
"1301",-2.610529566,52.914290177,-2.610429566,52.914390177
"1302",-2.610529566,52.914190177,-2.610429566,52.914290177
"1303",-2.610529566,52.914090177,-2.610429566,52.914190177
"1304",-2.610529566,52.913990177,-2.610429566,52.914090177
"1305",-2.610529566,52.913890177,-2.610429566,52.913990177
"1306",-2.610529566,52.913790177,-2.610429566,52.913890177
"1307",-2.610529566,52.913690177,-2.610429566,52.913790177
"1308",-2.610529566,52.913590177,-2.610429566,52.913690177
"1309",-2.610529566,52.913490177,-2.610429566,52.913590177
"1310",-2.610529566,52.913390177,-2.610429566,52.913490177
"1311",-2.610529566,52.913290177,-2.610429566,52.913390177
"1342",-2.610429566,52.914590177,-2.610329566,52.914690177
"1343",-2.610429566,52.914490177,-2.610329566,52.914590177
"1344",-2.610429566,52.914390177,-2.610329566,52.914490177
"1345",-2.610429566,52.914290177,-2.610329566,52.914390177
"1346",-2.610429566,52.914190177,-2.610329566,52.914290177
"1347",-2.610429566,52.914090177,-2.610329566,52.914190177
"1348",-2.610429566,52.913990177,-2.610329566,52.914090177
"1349",-2.610429566,52.913890177,-2.610329566,52.913990177
"1350",-2.610429566,52.913790177,-2.610329566,52.913890177
"1351",-2.610429566,52.913690177,-2.610329566,52.913790177
"1352",-2.610429566,52.913590177,-2.610329566,52.913690177
"1353",-2.610429566,52.913490177,-2.610329566,52.913590177
"1354",-2.610429566,52.913390177,-2.610329566,52.913490177
